classification,created_at,created_by,is_cold_storage,is_habit_forming,name
HD,2018-01-19T07:55:28.121Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Repaglinide
H1D,2018-01-19T07:55:29.141Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Propofol
HD,2018-01-19T07:55:29.812Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Pyridostigmine
HD,2018-01-19T07:55:29.972Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Gemfibrozil
HD,2018-01-19T07:55:32.875Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Cyproterone Acetate
HD,2018-01-19T07:55:32.877Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Estradiol(Ethinyl Estradiol)
HD,2018-01-19T07:55:33.659Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Calcitonin
HD,2018-01-19T07:55:33.820Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Consumer Products
HD,2018-01-19T07:55:34.169Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Ritonavir
HD,2018-01-19T07:55:35.161Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Efavirenz
HD,2018-01-19T07:55:35.163Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Emtricitabine
HD,2018-01-19T07:55:35.165Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Tenofovir
HD,2018-01-19T07:55:35.639Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Atazanavir
HD,2018-01-19T07:55:39.803Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Ibandronic Acid(Ibandronate)
HD,2018-01-19T07:55:41.575Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Carbohydrates
"",,,false,false,Fat
HD,2018-01-19T07:55:42.703Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sodium Carboxymethylcellulose
HD,2018-01-19T07:55:43.198Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Carbimazole
HD,2018-01-19T07:55:47.550Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Lopinavir
HD,2018-01-19T07:55:51.835Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sodium Cromoglycate
OTC,2018-01-19T07:55:52.803Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Cetrimide
HD,2018-01-19T07:55:55.253Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Pegfilgrastim
HD,2018-01-19T07:55:55.475Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Filgrastim
H1D,2018-01-19T07:56:01.813Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Vancomycin
HD,2018-01-19T07:56:02.147Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Parecoxib
HD,2018-01-19T07:56:02.608Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Thiopentone
HD,2018-01-19T07:56:04.456Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Streptokinase
HD,2018-01-19T07:56:04.770Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Dobutamine
HD,2018-01-19T07:56:04.933Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Bivalirudin
HD,2018-01-19T07:56:05.400Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Human Chorionic Gonadotrophin (Hcg)
HD,2018-01-19T07:56:05.871Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Follicle Stimulating Hormone (Fsh) / Urofollitrophin
HD,2018-01-19T07:56:06.211Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Human Menopausal Gonadtrophin (Hmg) (Menotrophin)
HD,2018-01-19T07:56:07.453Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Streptomycin
HD,2018-01-19T07:56:13.262Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Tigecycline
HD,2018-01-19T07:56:13.419Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Amphotericin-B
HD,2018-01-19T07:56:14.360Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Vinorelbine
HD,2018-01-19T07:56:15.473Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Leuprolide
H1D,2018-01-19T07:56:15.792Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Doripenem
HD,2018-01-19T07:56:15.950Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Peginterferon Alpha-2B
HD,2018-01-19T07:56:18.779Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Enoxaparin (Low Molecular Weight Heparin)
HD,2018-01-19T07:56:19.090Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Polyethylene Glycol
HD,2018-01-19T07:56:20.458Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Fondaparinux
HD,2018-01-19T07:56:20.606Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Hepatitis B Vaccine
HD,2018-01-19T07:56:20.608Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Pertussis
HD,2018-01-19T07:56:20.610Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Diphtheria Toxoid
HD,2018-01-19T07:56:20.613Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Tetanus Toxoid
HD,2018-01-19T07:56:22.527Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Saccharomyces Boulardii
H1D,2018-01-19T07:56:22.876Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Fluphenazine
H1D,2018-01-19T07:56:23.350Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Midazolam
HD,2018-01-19T07:56:23.853Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Succinylcholine Chloride
NSD,2018-01-19T07:56:24.006Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Neostigmine Methyl Sulphate
HD,2018-01-19T07:56:24.163Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Testosterone
HD,2018-01-19T07:56:24.325Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Glycopyrrolate
HD,2018-01-19T07:56:26.328Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Dexmedetomidine
HD,2018-01-19T07:56:26.847Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Somatropin
HD,2018-01-19T07:56:27.644Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Typhoid Vaccines
HD,2018-01-19T07:56:28.338Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Hydrocortisone
NSD,,,false,false,Crotamiton
HD,2018-01-19T07:56:28.504Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Nadifloxacin
"",,,false,false,Terbinafine
"",,,false,false,Lignocaine
HD,2018-01-19T07:56:30.261Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sulphacetamide
HD,2018-01-19T07:56:31.980Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Eptifibatide
HD,2018-01-19T07:56:32.458Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,"Insulin Soluble(Human Insulin, Regular Insulin)"
HD,2018-01-19T07:56:32.815Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Insulin Isophane
HD,2018-01-19T07:56:33.345Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Insulin Regular
"",,,false,false,Xylometazoline
NSD,2018-01-19T07:56:35.220Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sodium Monofluorophosphate
"",,,false,false,Triclosan
HD,2018-01-19T07:56:37.940Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Tirofiban
HD,2018-01-19T07:56:39.513Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Gamma Benzene Hexachloride(Lindane)
HD,2018-01-19T07:56:39.836Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Benzophenone
HD,2018-01-19T07:56:40.479Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sodium Chloride
HD,2018-01-19T07:56:40.960Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Isoflurane
HD,2018-01-19T07:56:43.413Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Levocloperastine Fendizoate
"",,,false,false,Sodium
"",,,false,false,Adapalene
"",,,false,false,Hydroquinone
HD,2018-01-19T07:56:49.333Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Tetrahydrocurcumin(Thc)
HD,2018-01-19T07:56:49.677Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Tazarotene
HD,2018-01-19T07:56:52.166Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Ferric Ammonium Citrate
HD,2018-01-19T07:56:54.132Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Antacids
HD,2018-01-19T07:56:55.421Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Vecuronium Bromide
HD,2018-01-19T07:56:57.316Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sodium Hyaluronate(Hylan Gf 20)
HD,2018-01-19T07:57:00.782Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Atracurium
"",,,false,false,Arbutin
HD,2018-01-19T07:57:02.443Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Ammonium Lactate
HD,2018-01-19T07:57:02.866Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Benzoyl Peroxide
H1D,2018-01-19T07:57:03.803Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Bupivacaine Hcl
HD,2018-01-19T07:57:04.364Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Meglumine Diatrizoate
HD,2018-01-19T07:57:05.108Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Oxytetracyclin
H1D,2018-01-19T07:57:05.558Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Edaravone
HD,2018-01-19T07:57:08.787Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Halothane
HD,2018-01-19T07:57:11.168Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Yeast
HD,2018-01-19T07:57:13.174Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Potassium Chloride
NSD,2018-01-19T07:57:14.840Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Silver Sulfadiazine
HD,2018-01-19T07:57:16.833Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Gramicidin
HD,2018-01-19T07:57:20.115Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Insulin Degludec
HD,2018-01-19T07:57:20.267Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Insulin Detemir
HD,2018-01-19T07:57:20.592Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Liraglutide
HD,2018-01-19T07:57:20.760Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Insulin Aspart
HD,2018-01-19T07:57:20.763Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Protamine
"",,,false,false,Urea
HD,2018-01-19T07:57:24.904Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sodium Lactate
HD,2018-01-19T07:57:32.808Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Adrenaline
NSD,2018-01-19T07:57:33.291Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sunscreen Lotion
HD,2018-01-19T07:57:37.671Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Disodium Hydrogen Citrate
NSD,2018-01-19T07:57:38.353Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Phospholipids
HD,2018-01-19T07:57:45.177Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Tioconazole
"",,,false,false,Heparin
HD,2018-01-19T07:57:49.641Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Bacillus Clausi
NSD,2018-01-19T07:57:50.696Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Curcuma
HD,2018-01-19T07:57:55.148Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Zinc Acetate
NSD,2018-01-19T07:57:58.520Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Octocrylene
"",,,false,false,Prednisolone
HD,2018-01-19T07:58:03.935Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Dexibuprofen
HD,2018-01-19T07:58:07.163Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Isopropyl Alcohol
HD,2018-01-19T07:58:09.128Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Etophylline
HD,2018-01-19T07:58:26.816Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Chlorbutol
"",,,false,false,Benzocaine
HD,2018-01-19T07:58:26.821Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Paradichlorobenzene
HD,2018-01-19T07:58:32.471Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,D Panthenol
HD,2018-01-19T07:58:37.822Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Coenzyme Q10(Ubidecarenone)
HD,2018-01-19T07:58:38.310Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Amino Acids
H1D,2018-01-19T07:58:43.818Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Benzhexol
"",,,false,false,Levosalbutamol
HD,2018-01-19T07:58:56.185Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Calcium Dobesilate
"",,,false,false,Orlistat
"",,,false,false,Colostrum
"",,,false,false,Lutein
HD,2018-01-19T07:58:59.574Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Allylestrenol
"",,,false,false,Dutasteride
"",,,false,false,Tamsulosin
HD,2018-01-19T07:59:00.709Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Finasteride
"",,,false,false,Letrozole
HD,2018-01-19T07:59:19.712Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Cinitapride
HD,2018-01-19T07:59:21.951Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Hydroxyzine
HD,2018-01-19T07:59:36.092Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Saw Palmetto
"",,,false,false,Probiotic
HD,2018-01-19T07:59:45.113Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,L Carnitine
HD,2018-01-19T07:59:54.820Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Loratadine
HD,2018-01-19T07:59:55.970Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Methylergometrine
HD,2018-01-19T08:00:02.077Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Soya Protein
HD,2018-01-19T08:00:08.942Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Chlorocresol
"",,,false,false,Allantoin
"",,,false,false,Moxifloxacin
HD,2018-01-19T08:00:10.777Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Dexamethasone
HD,2018-01-19T08:00:11.269Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Hydroxypropyl Methylcellulose
HD,2018-01-19T08:00:11.423Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Boric Acid
HD,2018-01-19T08:00:11.587Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Naphazoline
HD,2018-01-19T08:00:11.590Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Benzalkonium Chloride
HD,2018-01-19T08:00:11.592Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Camphor
NSD,2018-01-19T08:00:14.028Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Alpha Amylase
HD,2018-01-19T08:00:18.018Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Thymol
HD,2018-01-19T08:00:18.022Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Tannic Acid
"",,,false,false,Haematinic
HD,2018-01-19T08:00:21.752Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Ferrous Gluconate
HD,2018-01-19T08:00:26.023Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Clioquinol(Iodochlorhydroxyquinoline)
"",,,false,false,Tolnaftate
"",,,false,false,Astaxanthin
HD,2018-01-19T08:00:51.617Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Caralluma Fimbriata
H1D,2018-01-19T08:01:15.746Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Dextropropoxyphene
HD,2018-01-19T08:01:21.517Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Loperamide
HD,2018-01-19T08:01:24.500Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Lisinopril
HD,2018-01-19T08:01:27.366Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Metoclopramide
HD,2018-01-19T08:01:27.853Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Primaquine
HD,2018-01-19T08:01:28.665Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Glipizide
HD,2018-01-19T08:01:34.095Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sulphadoxine
HD,2018-01-19T08:01:34.258Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Mefloquine
HD,2018-01-19T08:01:34.757Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Niacinamide
HD,2018-01-19T08:01:38.175Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Fluocinolone
HD,2018-01-19T08:01:42.605Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Iodochlorhydroxyquinoline
HD,2018-01-19T08:01:43.106Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Noscapine(Narcotine)
HD,2018-01-19T08:02:37.137Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Ferrous Bisglycinate
HD,2018-01-19T08:02:38.321Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Cefaclor
HD,2018-01-19T08:02:43.039Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,L Arginine
"",,,false,false,Racemethionine
NSD,2018-01-19T08:03:04.178Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sertaconazole Nitrate
NSD,2018-01-19T08:03:17.661Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Stanozolol
HD,2018-01-19T08:03:19.156Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Nalidixic Acid
"",,,false,false,Unsure
HD,2018-01-19T08:03:27.712Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Pamabrom
HD,2018-01-19T08:03:40.504Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Isoamyl 2 Cyanoacrylate
HD,2018-01-19T08:03:43.371Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Fusidic Acid
HD,2018-01-19T08:03:43.846Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sodium Fusidate
HD,2018-01-19T08:03:45.240Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Sodium Pyrrolidone
HD,2018-01-19T08:04:01.154Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Betaxolol
HD,2018-01-19T08:04:01.325Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Timolol
"",,,false,false,Minoxidil
HD,2018-01-19T08:05:26.981Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Benzyl Alcohol
"",,,false,false,Voriconazole
HD,2018-01-19T08:05:32.418Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Etoposide
HD,2018-01-19T08:05:35.675Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Thalidomide
HD,2018-01-19T08:05:36.485Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Lenalidomide
"",,,false,false,Hydroxyurea
HD,2018-01-19T08:05:37.233Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Imatinib
HD,2018-01-19T08:05:46.444Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Acyclovir
HD,2018-01-19T08:05:56.868Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Bicalutamide
H1D,2018-01-19T08:05:57.221Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Cyclophosphamide
HD,2018-01-19T08:06:07.709Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Calcium Pantothenate
HD,2018-01-19T08:06:07.872Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Melphalan
HD,2018-01-19T08:06:08.213Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Erlotinib
SGD,2018-01-19T08:06:14.205Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Bleomycin
HD,2018-01-19T08:06:15.622Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Epirubicin
HD,2018-01-19T08:06:15.952Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Bortezomib
HD,2018-01-19T08:06:16.291Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Dacarbazine
HD,2018-01-19T08:06:23.133Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Nandrolone Phenylpropionate
HD,2018-01-19T08:06:24.140Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Turpentine
HD,2018-01-19T08:06:24.299Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",false,false,Cisplatin
HD,2018-01-19T08:06:29.761Z,"{ ""lastName"" : ""User"", ""_id"" : 100001, ""firstName"" : ""System"" }",true,false,Carboplatin
